<doc id="edoc_wd_1722-10-31" attrs="word" year="1722" month="10" day="31" corpus="1">
<head id="hl1">
Madrid	w52
3	w5459
<g/>
.
Knie	w5461
<g/>
=
Biegungen	w5463
verblieben	w5464
sie	w5465
vor	w5466
Jhrer	w5467
Heiligkeit	w5468
kniend	w5469
<g/>
.
</p>
<p id="p55">
Lincker	w5471
Hand	w5472
knieten	w5473
der	w5474
Herr	w5475
Johann	w5476
Ba=ptista	w5477
<g/>
=
Precurti	w5479
<g/>
,
Creutz	w5481
<g/>
=
Trager	w5483
<g/>
/
und	w5485
der	w5486
ge=heime	w5487
<g/>
=
Capellan	w5489
<g/>
/
und	w5491
Bibliothecarius	w5492
Herr	w5493
Johann	w5494
Bertoni	w5495
<g/>
:
der	w5497
erste	w5498
hielte	w5499
den	w5500
blossen	w5501
guldenen	w5502
Degen	w5503
<g/>
/
so	w5505
mit	w5506
kostbaren	w5507
Edelgestei=nen	w5508
<g/>
=
gezieret	w5510
ware	w5511
<g/>
/
der	w5513
andere	w5514
aber	w5515
den	w5516
Weih=Kessel	w5517
<g/>
=
samt	w5519
den	w5520
Weih	w5521
<g/>
=
Quast	w5523
<g/>
.
</p>
<p id="p56">
Nachdeme	w5525
nun	w5526
Jhre	w5527
Heiligkeit	w5528
die	w5529
Haube	w5530
abgethan	w5531
<g/>
/
stunden	w5533
dieselbe	w5534
auf	w5535
<g/>
:
der	w5537
Ertz	w5538
<g/>
=
Bi=schof	w5540
<g/>
=
von	w5542
Patrasso	w5543
Herr	w5544
Doria	w5545
gabe	w5546
deroselben	w5547
das	w5548
Buch	w5549
<g/>
:
der	w5551
Bischof	w5552
von	w5553
Porfirio	w5554
Herr	w5555
Oli-vieri	w5556
<g/>
-
aber	w5558
die	w5559
Kertze	w5560
<g/>
:
hierauf	w5562
weiheten	w5563
Jhre	w5564
Heilgkeit	w5565
mit	w5566
denen	w5567
gewöhnlichen	w5568
Cerimonien	w5569
den	w5570
Degen	w5571
<g/>
/
welchen	w5573
sie	w5574
mit	w5575
dem	w5576
von	w5577
dem	w5578
Car=dinal	w5579
<g/>
=
Barberini	w5581
ihr	w5582
gereichten	w5583
Weih	w5584
<g/>
=
Quast	w5586
mit	w5587
Weih	w5588
<g/>
=
Wasser	w5590
besprengten	w5591
<g/>
/
und	w5593
nach	w5594
ein	w5595
<g/>
=
und	w5597
angeren	w5598
gesagten	w5599
Gebettern	w5600
nahmen	w5601
Jhre	w5602
Hei=ligkeit	w5603
<g/>
=
von	w5605
besagten	w5606
Cardinal	w5607
Barberini	w5608
den	w5609
De=gen	w5610
<g/>
=
<g/>
/
und	w5613
gaben	w5614
denselben	w5615
dem	w5616
Herrn	w5617
Bott=schafter	w5618
<g/>
=
<g/>
/
sprechende	w5621
<g/>
:
Accipe	w5623
Gladium	w5624
istum	w5625
in	w5626
<g/>
.
Nomine	w5628
Patris	w5629
<g/>
,
†	w5631
&	w5632
Filii	w5633
<g/>
,
†	w5635
&	w5636
Spiritus	w5637
Sancti	w5638
<g/>
,
†	w5640
ut	w5641
eo	w5642
utaris	w5643
ad	w5644
defensionem	w5645
tuam	w5646
<g/>
,
ac	w5648
Sanctæ	w5649
Dei	w5650
Ecclesiæ	w5651
<g/>
,
&	w5653
ad	w5654
con-fusionem	w5655
<g/>
-
Inimicorum	w5657
Crucis	w5658
Christi	w5659
<g/>
,
ac	w5661
Fidei	w5662
Christianæ;	w5663
&	w5664
quantum	w5665
humana	w5666
fra-gilitas	w5667
<g/>
-
permiserit	w5669
<g/>
,
cum	w5671
eo	w5672
neminem	w5673
inju-stè	w5674
<g/>
-
Iædas	w5676
<g/>
:
quod	w5678
ipse	w5679
præstare	w5680
dignetur	w5681
qui	w5682
cum	w5683
Patre	w5684
<g/>
,
&	w5686
Filio	w5687
<g/>
,
&	w5689
Spiritu	w5690
Sancto	w5691
vi-vit	w5692
<g/>
-
<g/>
,
&	w5695
regnat	w5696
Deus	w5697
per	w5698
omnia	w5699
Sæcula	w5700
Sæ-culorum	w5701
<g/>
-
<g/>
,
Amen	w5704
<g/>
.
Das	w5706
ist	w5707
<g/>
:
Nim	w5709
hin	w5710
diesen	w5711
Degen	w5712
in	w5713
Namen	w5714
GOtt	w5715
des	w5716
Vatters	w5717
<g/>
/
GOtt	w5719
des	w5720
Sohns	w5721
<g/>
/
und	w5723
GOtt	w5724
des	w5725
Heil	w5726
<g/>
.
Geistes	w5728
<g/>
/
damit	w5730
du	w5731
denselben	w5732
zu	w5733
deiner	w5734
<g/>
/
und	w5736
der	w5737
Heil	w5738
<g/>
.
Kirchen	w5740
GOttes	w5741
Verthätigung	w5742
<g/>
/
zu	w5744
Beschä=mung	w5745
<g/>
=
der	w5747
Feinden	w5748
des	w5749
Creutzes	w5750
Christi	w5751
<g/>
/
und	w5753
</p>
<p id="p57">
des	w5756
Christlichen	w5757
Glaubens	w5758
gebrauchest	w5759
<g/>
/
auch	w5761
<g/>
/
so	w5763
viel	w5764
die	w5765
Menschliche	w5766
Schwachheit	w5767
zulassen	w5768
wird	w5769
<g/>
/
keinen	w5771
ungerechter	w5772
Weise	w5773
damit	w5774
ver-letzest	w5775
<g/>
-
<g/>
/
welches	w5778
der	w5779
jenige	w5780
verleihen	w5781
wolle	w5782
<g/>
/
welcher	w5784
mit	w5785
dem	w5786
Vatter	w5787
<g/>
/
Sohn	w5789
<g/>
/
und	w5791
Heil	w5792
<g/>
.
Geist	w5794
gleicher	w5795
GOtt	w5796
lebet	w5797
<g/>
/
und	w5799
regieret	w5800
von	w5801
nun	w5802
an	w5803
bis	w5804
in	w5805
alle	w5806
Ewigkeit	w5807
<g/>
/
Amen	w5809
<g/>
.
</p>
<p id="p58">
Hierauf	w5811
nahme	w5812
Jhrer	w5813
Heiligkeit	w5814
erster	w5815
Ceri	w5816
<g/>
-
monien	w5818
<g/>
=
Meister	w5820
Herr	w5821
Johann	w5822
Baptista	w5823
Gam-barucci	w5824
<g/>
-
dem	w5826
Herrn	w5827
Bottschafter	w5828
den	w5829
Degen	w5830
aus	w5831
der	w5832
Hand	w5833
<g/>
/
steckte	w5835
ihn	w5836
wieder	w5837
in	w5838
die	w5839
Scheide	w5840
<g/>
/
und	w5842
gabe	w5843
ihn	w5844
den	w5845
Herrn	w5846
Josepho	w5847
Lottario	w5848
Conti	w5849
<g/>
,
Hertzogen	w5851
von	w5852
Poli	w5853
<g/>
,
Jhrer	w5855
Päpstl	w5856
<g/>
.
Heiligkeit	w5858
Brudern	w5859
<g/>
/
welcher	w5861
Jhrer	w5862
Excellentz	w5863
den	w5864
Degen	w5865
ansteckte;	w5866
nach	w5867
diesem	w5868
stunde	w5869
der	w5870
Herr	w5871
Bottschafter	w5872
auf	w5873
<g/>
/
entblössete	w5875
den	w5876
Degen	w5877
<g/>
/
machte	w5879
3	w5880
<g/>
.
Luft	w5882
<g/>
=
Streiche	w5884
darmit	w5885
<g/>
/
und	w5887
nachde=me	w5888
<g/>
=
er	w5890
denselben	w5891
auf	w5892
seinem	w5893
lincken	w5894
Arm	w5895
gestri=chen	w5896
<g/>
=
<g/>
/
steckete	w5899
er	w5900
ihn	w5901
wieder	w5902
in	w5903
die	w5904
Scheide	w5905
<g/>
.
</p>
<p id="p59">
Wie	w5907
dieses	w5908
geschehen	w5909
<g/>
/
nahmen	w5911
Jhre	w5912
Päpstl	w5913
<g/>
.
Heiligkeit	w5915
aus	w5916
Händen	w5917
des	w5918
Cardinal	w5919
Barberini	w5920
eine	w5921
wolgearbeitete	w5922
kostbare	w5923
guldene	w5924
Kette	w5925
<g/>
/
an	w5927
welcher	w5928
eine	w5929
grosse	w5930
Medaille	w5931
mit	w5932
Jhrer	w5933
Heilig=keit	w5934
<g/>
=
Portrait	w5936
hienge	w5937
<g/>
/
auf	w5939
dessen	w5940
anderer	w5941
Seite	w5942
die	w5943
Bildnus	w5944
des	w5945
Heil	w5946
<g/>
.
Michaëlis	w5948
zu	w5949
sehen	w5950
wa=re	w5951
<g/>
=
<g/>
/
welcher	w5954
in	w5955
einer	w5956
Hand	w5957
den	w5958
Degen	w5959
führet	w5960
<g/>
/
mit	w5962
der	w5963
anderen	w5964
aber	w5965
als	w5966
Beschützer	w5967
die	w5968
Kirchen	w5969
verwahret	w5970
<g/>
/
und	w5972
das	w5973
Gesicht	w5974
dem	w5975
in	w5976
Gestalt	w5977
einer	w5978
Taube	w5979
abgebildeten	w5980
Heil	w5981
<g/>
.
Geist	w5983
das	w5984
Ge=sicht	w5985
<g/>
=
zukehret	w5987
<g/>
/
und	w5989
scheinet	w5990
<g/>
/
als	w5992
rieffe	w5993
er	w5994
den=selben	w5995
<g/>
=
an	w5997
<g/>
/
um	w5999
von	w6000
Himmel	w6001
<g/>
/
und	w6003
von	w6004
der	w6005
Gegend	w6006
der	w6007
Kirchen	w6008
die	w6009
an	w6010
dem	w6011
von	w6012
dem	w6013
Heil	w6014
<g/>
.
Joanne	w6016
in	w6017
seiner	w6018
Offenbarung	w6019
gesehe=nen	w6020
<g/>
=
7	w6022
<g/>
.
köpfigen	w6024
Drachen	w6025
mit	w6026
der	w6027
Jnschrift	w6028
<g/>
:
Renovabis	w6030
faciem	w6031
terræ	w6032
<g/>
,
du	w6034
wirst	w6035
das	w6036
Ange=sicht	w6037
<g/>
=
des	w6039
Erdreichs	w6040
erneueren	w6041
<g/>
:
vorgestellte	w6043
Teu=felen	w6044
<g/>
=
<g/>
/
und	w6047
böse	w6048
Geister	w6049
zu	w6050
verjagen	w6051
<g/>
.
Jhre	w6053
Heiligkeit	w6054
hienge	w6055
besagte	w6056
Kette	w6057
dem	w6058
Bottschaf=ter	w6059
<g/>
=
um	w6061
<g/>
/
und	w6063
gabe	w6064
ihme	w6065
gleich	w6066
darauf	w6067
den	w6068
Frieden	w6069
<g/>
.
</p>
<p id="p60">
Jhre	w6071
Excellentz	w6072
entblösseten	w6073
abermalen	w6074
in	w6075
al=ler	w6076
<g/>
=
Geschwinde	w6078
den	w6079
Degen	w6080
<g/>
/
und	w6082
gabe	w6083
densel=ben	w6084
<g/>
=
Jhrer	w6086
Päpstl	w6087
<g/>
.
Heiligeit	w6089
<g/>
/
welche	w6091
dem	w6092
Bott=schafter	w6093
<g/>
=
dreymal	w6095
damit	w6096
auf	w6097
die	w6098
Schulteren	w6099
schluge	w6100
<g/>
/
und	w6102
sagte	w6103
<g/>
:
Esto	w6105
Miles	w6106
pacificus	w6107
<g/>
,
stre	w6109
<g/>
-
nuus	w6111
<g/>
,
fidelis	w6113
<g/>
,
&	w6115
Deo	w6116
devotus	w6117
<g/>
.
Das	w6119
ist	w6120
<g/>
:
Seye	w6122
ein	w6123
friedsamer	w6124
<g/>
/
tapferer	w6126
<g/>
/
getreuer	w6128
<g/>
/
und	w6130
GOtt	w6131
ergebener	w6132
Soldat	w6133
<g/>
.
</p>
<p id="p61">
Darauf	w6135
nahmen	w6136
Jhre	w6137
Excellentz	w6138
den	w6139
Degen	w6140
wieder	w6141
zuruck	w6142
<g/>
/
und	w6144
nachdeme	w6145
sie	w6146
denselben	w6147
wie=der	w6148
<g/>
=
in	w6150
die	w6151
Scheide	w6152
gestecket	w6153
<g/>
/
gaben	w6155
Jhre	w6156
Hei=ligkeit	w6157
<g/>
=
deroselben	w6159
einen	w6160
kleinen	w6161
Backen	w6162
<g/>
=
Streich	w6164
<g/>
/
und	w6166
sagte	w6167
<g/>
:
Exciteris	w6169
à	w6170
somno	w6171
malitiæ	w6172
<g/>
,
&	w6174
vi	w6175
<g/>
-
</p>
<p id="p62">
gila	w6177
in	w6178
fide	w6179
Christi	w6180
<g/>
,
&	w6182
fama	w6183
laudabili	w6184
<g/>
.
Das	w6186
ist	w6187
<g/>
:
Erwache	w6189
von	w6190
dem	w6191
Schlaf	w6192
der	w6193
Bos=heit	w6194
<g/>
=
<g/>
/
und	w6197
wache	w6198
in	w6199
dem	w6200
Glauben	w6201
Christi	w6202
<g/>
/
und	w6204
in	w6205
einer	w6206
löblichen	w6207
Nachrede	w6208
<g/>
.
</p>
<p id="p63">
Nachdeme	w6210
dieses	w6211
gesagt	w6212
<g/>
/
legte	w6214
der	w6215
Herr	w6216
Con=rad	w6217
<g/>
=
Pfiffer	w6219
von	w6220
Altishoffen	w6221
<g/>
/
Hauptmann	w6223
der	w6224
Schweitzer	w6225
<g/>
=
Garde	w6227
<g/>
/
Jhrer	w6229
Excellentz	w6230
die	w6231
Gulde=ne	w6232
<g/>
=
Sporren	w6234
an	w6235
<g/>
/
unterdessen	w6237
sagte	w6238
der	w6239
Heil	w6240
<g/>
.
Vatter	w6242
die	w6243
Wörter	w6244
<g/>
:
Speciosus	w6246
formâ	w6247
præ	w6248
filiis	w6249
hominum	w6250
<g/>
,
accingere	w6252
gladio	w6253
tuo	w6254
su-per	w6255
<g/>
-
femur	w6257
tuum	w6258
potentissimè	w6259
<g/>
.
Das	w6261
ist	w6262
<g/>
:
Schönster	w6264
unter	w6265
denen	w6266
Menschen	w6267
<g/>
=
Kinderen	w6269
<g/>
/
gürte	w6271
dein	w6272
Schwerd	w6273
um	w6274
deine	w6275
Lenden	w6276
aller=mächtigst	w6277
<g/>
=
<g/>
:
hierauf	w6280
thaten	w6281
Jhre	w6282
Heiligkeit	w6283
aber=malen	w6284
<g/>
=
dero	w6286
Mütze	w6287
ab	w6288
<g/>
/
und	w6290
nach	w6291
gesagtem	w6292
letz=tern	w6293
<g/>
=
Gebett	w6295
<g/>
/
giengen	w6297
dieselbe	w6298
gleich	w6299
wieder	w6300
si=tzen	w6301
<g/>
=
<g/>
/
und	w6304
bedeckten	w6305
sich	w6306
<g/>
.
</p>
<p id="p64">
Nach	w6308
diesem	w6309
küsseten	w6310
Jhre	w6311
Excellentz	w6312
Jhrer	w6313
Päpstl	w6314
<g/>
.
Heiligkeit	w6316
die	w6317
Füsse	w6318
<g/>
/
und	w6320
bedanckten	w6321
sich	w6322
gegen	w6323
dieselbe	w6324
in	w6325
einer	w6326
gelehrten	w6327
<g/>
/
und	w6329
zier=lichen	w6330
<g/>
=
Rede	w6332
<g/>
/
welcher	w6334
Jhre	w6335
Heiligkeit	w6336
ihrer	w6337
ge=wöhnlichen	w6338
<g/>
=
Beredsamkeit	w6340
nach	w6341
beantworteten	w6342
<g/>
/
und	w6344
die	w6345
heldenmütige	w6346
Thaten	w6347
<g/>
/
mit	w6349
welchen	w6350
sich	w6351
die	w6352
Republique	w6353
von	w6354
Venedig	w6355
durch	w6356
ihre	w6357
Waf=fen	w6358
<g/>
=
bey	w6360
der	w6361
gantzen	w6362
Christenheit	w6363
<g/>
/
und	w6365
dem	w6366
Rö=mischen	w6367
<g/>
=
Stuhl	w6369
zu	w6370
allen	w6371
Zeiten	w6372
verdienet	w6373
ge=macht;	w6374
<g/>
=
lobten	w6376
auch	w6377
zu	w6378
letzt	w6379
nicht	w6380
allein	w6381
die	w6382
Per=son	w6383
<g/>
=
des	w6385
Bottschafters	w6386
<g/>
/
so	w6388
sich	w6389
bey	w6390
jedem	w6391
be=liebt	w6392
<g/>
=
machte	w6394
<g/>
/
sondern	w6396
auch	w6397
dessen	w6398
gantzes	w6399
Ge=schlecht	w6400
<g/>
=
hervor	w6402
strichen	w6403
<g/>
.
</p>
<p id="p65">
Wie	w6405
nun	w6406
alles	w6407
geendiget	w6408
<g/>
/
und	w6410
nachdeme	w6411
Jh=re	w6412
<g/>
=
Heiligkeit	w6414
mit	w6415
Beyhülf	w6416
des	w6417
Cardinal	w6418
Pamfili	w6419
ersten	w6420
Decani	w6421
die	w6422
Stola	w6423
abgelegt	w6424
<g/>
/
gaben	w6426
die=selbe	w6427
<g/>
=
<g/>
/
ehe	w6430
sie	w6431
sich	w6432
weg	w6433
begaben	w6434
<g/>
/
denen	w6436
Herren	w6437
Cardinälen	w6438
zuvor	w6439
den	w6440
Segen	w6441
<g/>
/
und	w6443
Jhre	w6444
Ex=cellentz	w6445
<g/>
=
der	w6447
Bottschafter	w6448
bedancketen	w6449
sich	w6450
gegen	w6451
die	w6452
Herren	w6453
Cardinäle	w6454
zum	w6455
höflichsten	w6456
wegen	w6457
der	w6458
Ungelegenheit	w6459
<g/>
/
welche	w6461
sie	w6462
sich	w6463
in	w6464
Beywohnung	w6465
dieser	w6466
Cerimonie	w6467
seinentwegen	w6468
zu	w6469
geben	w6470
hätten	w6471
belieben	w6472
lassen;	w6473
worauf	w6474
er	w6475
sich	w6476
nach	w6477
der	w6478
gehei=men	w6479
<g/>
=
Capelle	w6481
begabe	w6482
<g/>
/
und	w6484
legte	w6485
alda	w6486
die	w6487
Gulde=ne	w6488
<g/>
=
Kette	w6490
<g/>
/
den	w6492
Degen	w6493
<g/>
/
und	w6495
die	w6496
Sporren	w6497
ab	w6498
<g/>
.
</p>
<p id="p66">
Jhre	w6500
Excellentz	w6501
kehreten	w6502
nach	w6503
diesem	w6504
unter	w6505
Paucken	w6506
<g/>
=
und	w6508
Trompeten	w6509
<g/>
=
Schall	w6511
nach	w6512
dem	w6513
Pal=last	w6514
<g/>
=
von	w6516
St	w6517
<g/>
.
Marcus	w6519
in	w6520
voriger	w6521
Ordnung	w6522
zu=ruck	w6523
<g/>
=
<g/>
/
und	w6526
tractirten	w6527
unterschiedliche	w6528
Herren	w6529
Prælaten	w6530
<g/>
/
und	w6532
Cavaliers	w6533
zu	w6534
Mittag	w6535
<g/>
/
unter=liessen	w6537
<g/>
=
auch	w6539
nicht	w6540
<g/>
/
die	w6542
Herren	w6543
Ceremonien	w6544
<g/>
-
Meistere	w6546
reichlich	w6547
zu	w6548
beschencken	w6549
<g/>
/
und	w6551
gaben	w6552
un=ter	w6553
<g/>
=
anderen	w6555
dem	w6556
Herrn	w6557
Gambaruccio	w6558
erstern	w6559
Cerimonien	w6560
<g/>
=
Meistern	w6562
<g/>
/
welcher	w6564
Jhrer	w6565
Excell	w6566
<g/>
.
Namens	w6568
Jhrer	w6569
Päpstl	w6570
<g/>
.
Heiligl	w6572
<g/>
.
obgemeldte	w6574
golde=ue	w6575
<g/>
=
Kette	w6577
überbrachte	w6578
<g/>
/
eine	w6580
kostbare	w6581
Uhr	w6582
<g/>
.
</p>
<head id="hl25">
Dreyzehendes	w6584
Kräntzel	w6585
<g/>
=
Schiessen	w6587
in	w6588
der	w6589
Kaiserl	w6590
<g/>
.
Favorita	w6592
<g/>
/
den	w6594
18	w6595
<g/>
.
October	w6597
<g/>
/
Anno	w6599
1722	w6600
<g/>
.
So	w6602
Jhrer	w6603
Röm	w6604
<g/>
.
Kaiserl	w6606
<g/>
.
und	w6608
Königl	w6609
<g/>
.
Catholischen	w6611
Majestät	w6612
würcklicher	w6613
Geheimer	w6614
Raht	w6615
<g/>
/
Cammerer	w6617
<g/>
/
auch	w6619
Königlicher	w6620
Spanischer	w6621
Regierungs	w6622
<g/>
=
und	w6624
Hof	w6625
<g/>
=
Kriegs	w6627
<g/>
=
Raht	w6629
<g/>
/
General	w6631
<g/>
=
Post	w6633
<g/>
=
Meister	w6635
durch	w6636
gantz	w6637
Jtalien	w6638
<g/>
/
(Tit	w6640
<g/>
.
)	w6642
Herr	w6643
Hieronymus	w6644
Marchese	w6645
Rofrano	w6646
<g/>
,
Prencipe	w6648
Capiccio	w6649
<g/>
,
&c	w6651
<g/>
.
Dann	w6653
auch	w6654
ob	w6655
<g/>
=
Allerhöchst	w6657
<g/>
=
ernannter	w6659
Kaiserl	w6660
<g/>
.
Majest	w6662
<g/>
.
würcklicher	w6664
Cammerer	w6665
<g/>
/
und	w6667
Niederländischer	w6668
Hof	w6669
<g/>
=
Raht	w6671
<g/>
/
(Tit	w6673
<g/>
.
)	w6675
Herr	w6676
Johann	w6677
Wilhelm	w6678
<g/>
/
des	w6680
H	w6681
<g/>
.
Röm	w6683
<g/>
.
Reichs	w6685
Erb	w6686
<g/>
=
Schazmeister	w6688
<g/>
/
Graf	w6690
und	w6691
Herr	w6692
von	w6693
Sinzendorf	w6694
<g/>
/
Conte	w6696
Sforza	w6697
<g/>
-
Visconti	w6699
<g/>
,
Marchese	w6701
de	w6702
Caravaggio	w6703
<g/>
,
Grand	w6705
von	w6706
Spanien	w6707
<g/>
/
Erb	w6709
<g/>
=
Land	w6711
<g/>
=
Vorschneider	w6713
<g/>
/
auch	w6715
Erb	w6716
<g/>
=
Land	w6718
<g/>
=
Schild	w6720
<g/>
=
Träger	w6722
<g/>
/
und	w6724
Kampf	w6725
<g/>
=
Richter	w6727
in	w6728
Oestereich	w6729
unter	w6730
<g/>
=
und	w6732
ob	w6733
der	w6734
Enns	w6735
<g/>
/
ꝛc	w6737
<g/>
.
miteinander	w6739
gehalten	w6740
<g/>
.
Dabey	w6742
gewonnen	w6743
<g/>
/
wie	w6745
hernach	w6746
zu	w6747
sehen	w6748
<g/>
.
</head>
<list id="">
RJtter	w6750
<g/>
=
Fahn	w6752
und	w6753
Beutel	w6754
auf	w6755
ein	w6756
an=dersmal	w6757
<g/>
=
<g/>
/
weil	w6760
es	w6761
heut	w6762
zu	w6763
spat	w6764
worden	w6765
<g/>
/
auszustechen	w6767
übrig	w6768
gebliben	w6769
<g/>
.
Ersten	w6771
Krantz	w6772
<g/>
/
samt	w6774
Haupt	w6775
<g/>
=
Fahn	w6777
und	w6778
Preis	w6779
<g/>
/
eine	w6781
schöne	w6782
Jndianische	w6783
Latern	w6784
<g/>
/
oder	w6786
Nacht=Lampen	w6787
<g/>
=
<g/>
/
von	w6790
gantz	w6791
besonderer	w6792
Façon	w6793
<g/>
,
auf	w6795
einer	w6796
deto	w6797
Tazza	w6798
stehend	w6799
<g/>
/
hin	w6801
<g/>
=
und	w6803
wieder	w6804
kostbarlich	w6805
mit	w6806
Silber	w6807
gefast	w6808
und	w6809
geziert	w6810
<g/>
.
Seine	w6812
Excellentz	w6813
Herr	w6814
Bestgeber	w6815
Marchese	w6816
Ro-frano	w6817
<g/>
-
<g/>
.
Anderten	w6820
Krantz	w6821
<g/>
/
samt	w6823
seinem	w6824
Haupt	w6825
<g/>
=
Fahn	w6827
und	w6828
Preiß	w6829
<g/>
/
ein	w6831
gleiches	w6832
paar	w6833
Jndianische	w6834
runde	w6835
Vasi	w6836
oder	w6837
Flaschen	w6838
<g/>
/
mit	w6840
silbernen	w6841
Deck=len	w6842
<g/>
=
zum	w6844
Spanisch	w6845
Toback	w6846
zu	w6847
gebrauchen	w6848
<g/>
/
auf	w6850
einer	w6851
Jndianisch	w6852
<g/>
=
lacquirten	w6854
Tazza	w6855
beysammen	w6856
stehend	w6857
<g/>
.
Herr	w6859
Graf	w6860
von	w6861
St	w6862
<g/>
.
Julian	w6864
<g/>
,
Kaiserl	w6866
<g/>
.
Obrist	w6868
<g/>
=
Fal=ckenmeister	w6870
<g/>
=
<g/>
.
Besten	w6873
Preis	w6874
<g/>
/
samt	w6876
seinem	w6877
Haupt	w6878
<g/>
=
Fahn	w6880
<g/>
/
eine	w6882
ansebentliche	w6883
Chioccolata	w6884
<g/>
-
Service	w6886
von	w6887
6	w6888
<g/>
.
gleichen	w6890
kostbaren	w6891
weis	w6892
<g/>
=
Porcellainen	w6894
Be=cher	w6895
<g/>
=
<g/>
/
samt	w6898
so	w6899
vielen	w6900
schön	w6901
<g/>
=
geschnittenen	w6903
Wasser	w6904
<g/>
=
Gläsern	w6906
in	w6907
silbern	w6908
Aufsatz	w6909
<g/>
=
Reiffen	w6911
<g/>
/
und	w6913
anderer	w6914
Zugehör	w6915
<g/>
/
auf	w6917
einem	w6918
sehr	w6919
gros=sen	w6920
<g/>
=
Jndianisch	w6922
<g/>
=
laquirten	w6924
Aufsatz	w6925
<g/>
=
Tischel	w6927
herum	w6928
stehend	w6929
<g/>
.
Herr	w6931
Ludwig	w6932
Graf	w6933
von	w6934
Salburg	w6935
<g/>
.
2ten	w6937
Fahn	w6938
und	w6939
Beutel	w6940
<g/>
/
Herr	w6942
Graf	w6943
von	w6944
Lam=berg	w6945
<g/>
=
<g/>
.
3ten	w6948
Fahn	w6949
und	w6950
Beutel	w6951
<g/>
/
Se	w6953
<g/>
.
Excell	w6955
<g/>
.
Herr	w6957
March	w6958
<g/>
.
Rofrano	w6960
<g/>
.
4ten	w6962
Fahn	w6963
und	w6964
Beutel	w6965
<g/>
/
Se	w6967
<g/>
.
Excell	w6969
<g/>
.
Hr	w6971
<g/>
.
Obrist=Hof	w6973
<g/>
=
<g/>
=
Marschal	w6976
Graf	w6977
von	w6978
Cobenzl	w6979
<g/>
.
5ten	w6981
Fahn	w6982
und	w6983
Beutel	w6984
<g/>
/
Herr	w6986
Graf	w6987
von	w6988
Lam=berg	w6989
<g/>
=
<g/>
.
6ten	w6992
Fahn	w6993
und	w6994
Beutel	w6995
<g/>
/
Jhre	w6997
Majestät	w6998
die	w6999
Röm	w7000
<g/>
.
Kaiserin	w7002
<g/>
/
Unser	w7004
Allergnä=digste	w7005
<g/>
=
Frau	w7007
<g/>
/
Frau	w7009
<g/>
.
7ten	w7011
Fahn	w7012
und	w7013
Beutel	w7014
<g/>
/
Seine	w7016
Fürstliche	w7017
Gnaden	w7018
Herr	w7019
Obrist	w7020
<g/>
=
Jägermeister	w7022
<g/>
.
</list>
<list id="">
8ten	w7024
Fahn	w7025
und	w7026
Beutel	w7027
<g/>
/
Hr	w7029
<g/>
.
Graf	w7031
von	w7032
St	w7033
<g/>
.
Ju=lian	w7035
<g/>
=
<g/>
.
9ten	w7038
Fahn	w7039
und	w7040
Beutel	w7041
<g/>
/
Se	w7043
<g/>
.
Fürstl	w7045
<g/>
.
Gnaden	w7047
zu	w7048
Schwartzemberg	w7049
<g/>
/
R	w7051
<g/>
.
K	w7053
<g/>
.
M	w7055
<g/>
.
Obrist	w7057
<g/>
=
Stal=meister	w7059
<g/>
=
<g/>
.
10ten	w7062
Fahn	w7063
und	w7064
Beutel	w7065
<g/>
/
Herr	w7067
Graf	w7068
von	w7069
Ulfeld	w7070
<g/>
.
11ten	w7072
Fahn	w7073
und	w7074
Beutel	w7075
<g/>
/
Seine	w7077
Excellentz	w7078
Herr	w7079
Graf	w7080
von	w7081
Salm	w7082
<g/>
.
12ten	w7084
Fahn	w7085
und	w7086
Beutel	w7087
<g/>
/
Herr	w7089
Graf	w7090
von	w7091
St	w7092
<g/>
.
Ju	w7094
<g/>
-
lian	w7096
<g/>
.
13ten	w7098
Beutel	w7099
ohne	w7100
Fahn	w7101
<g/>
/
Jhre	w7103
Durchl	w7104
<g/>
.
Ertz	w7106
<g/>
=
Hertzogin	w7108
Maria	w7109
Magdalena	w7110
<g/>
.
14ten	w7112
Beutel	w7113
<g/>
/
Se	w7115
<g/>
.
Fürstl	w7117
<g/>
.
Gnaden	w7119
zu	w7120
Schwar=tzemberg	w7121
<g/>
=
<g/>
.
15ten	w7124
Beutel	w7125
<g/>
/
Se	w7127
<g/>
.
Fürstl	w7129
<g/>
.
Gnaden	w7131
H	w7132
<g/>
.
Obrist=Jägermeister	w7134
<g/>
=
<g/>
.
16ten	w7137
Beutel	w7138
<g/>
/
Jhre	w7140
Majestät	w7141
der	w7142
Röm	w7143
<g/>
.
Kaiser	w7145
<g/>
/
ꝛc	w7147
ꝛc	w7148
<g/>
.
Unser	w7150
Allergnädigster	w7151
Herr	w7152
<g/>
/
Herr	w7154
<g/>
.
17ten	w7156
Beutel	w7157
<g/>
/
Se	w7159
<g/>
.
Fürstl	w7161
<g/>
.
Gnaden	w7163
zu	w7164
Schwar=tzemberg	w7165
<g/>
=
<g/>
.
18ten	w7168
Beutel	w7169
<g/>
/
Se	w7171
<g/>
.
Excellentz	w7173
Herr	w7174
Graf	w7175
Co=benzl	w7176
<g/>
=
<g/>
.
19ten	w7179
Beutel	w7180
<g/>
/
Jhre	w7182
Durchl	w7183
<g/>
.
Ertz	w7185
<g/>
=
Her=tzogin	w7187
<g/>
=
